,median_forecast,mean_forecast,std_forecast,min_forecast,max_forecast,num_respondents
2018-04-04,3.83,3.86,0.3,2.97,4.44,73.0
2018-04-05,3.82,3.86,0.3,2.97,4.44,73.0
2018-04-06,3.82,3.86,0.3,2.97,4.5,73.0
2018-04-09,3.82,3.85,0.3,2.97,4.5,72.0
2018-04-10,4.03,4.05,0.32,3.02,4.83,75.0
2018-04-11,4.03,4.05,0.34,2.99,4.83,75.0
2018-04-12,4.03,4.04,0.33,2.99,4.77,75.0
2018-04-13,4.03,4.03,0.32,2.99,4.72,75.0
2018-04-16,4.03,4.03,0.33,2.99,4.72,76.0
2018-04-17,4.03,4.03,0.32,2.99,4.72,77.0
2018-04-18,4.04,4.03,0.32,2.99,4.72,78.0
2018-04-19,4.04,4.04,0.34,2.99,4.78,79.0
2018-04-20,4.04,4.05,0.34,2.99,4.78,80.0
2018-04-23,4.04,4.05,0.34,2.99,4.74,77.0
2018-04-24,4.04,4.05,0.34,2.99,4.74,77.0
2018-04-25,4.04,4.05,0.34,2.99,4.8,77.0
2018-04-26,4.04,4.05,0.34,2.99,4.8,77.0
2018-04-27,4.06,4.06,0.35,2.99,4.88,78.0
2018-04-30,4.07,4.07,0.34,2.99,4.88,77.0
2018-05-01,4.0649999999999995,4.07,0.34,2.99,4.88,77.0
2018-05-02,4.06,4.07,0.34,2.99,4.88,78.0
2018-05-03,4.07,4.07,0.35,2.99,4.88,77.0
2018-05-04,4.06,4.06,0.34,2.99,4.88,76.0
2018-05-07,4.06,4.06,0.34,2.99,4.88,76.0
2018-05-08,4.07,4.07,0.34,2.99,4.88,76.0
2018-05-09,4.07,4.08,0.34,3.04,4.88,76.0
2018-05-10,4.2,4.17,0.36,3.04,4.91,74.0
2018-05-11,4.21,4.18,0.36,3.04,4.91,73.0
2018-05-14,4.21,4.18,0.37,3.04,4.91,71.0
2018-05-15,4.21,4.18,0.37,3.04,4.91,73.0
2018-05-16,4.21,4.18,0.36,3.04,4.91,73.0
2018-05-17,4.21,4.19,0.36,3.04,4.91,73.0
2018-05-18,4.21,4.21,0.38,3.04,4.96,72.0
2018-05-21,4.28,4.24,0.39,3.04,4.96,64.0
2018-05-22,4.35,4.32,0.34,3.41,4.96,71.0
2018-05-23,4.34,4.3,0.34,3.41,4.96,73.0
2018-05-24,4.34,4.3,0.34,3.41,4.96,73.0
2018-05-25,4.35,4.31,0.33,3.41,4.96,73.0
2018-05-28,4.36,4.33,0.37,3.41,5.22,72.0
2018-05-29,4.36,4.34,0.37,3.41,5.22,72.0
2018-05-30,4.37,4.35,0.37,3.41,5.22,73.0
2018-05-31,4.375,4.365,0.375,3.41,5.22,73.0
2018-06-01,4.38,4.38,0.38,3.41,5.22,72.0
2018-06-04,4.39,4.38,0.38,3.41,5.22,73.0
2018-06-05,4.4,4.39,0.38,3.41,5.22,73.0
2018-06-06,4.4,4.4,0.4,3.41,5.3,73.0
2018-06-07,4.45,4.42,0.39,3.41,5.3,73.0
2018-06-08,4.5,4.49,0.35,3.45,5.29,73.0
2018-06-11,4.49,4.5,0.34,3.45,5.29,73.0
2018-06-12,4.5,4.5,0.36,3.45,5.61,75.0
2018-06-13,4.51,4.5,0.35,3.45,5.61,77.0
2018-06-14,4.51,4.51,0.35,3.45,5.61,77.0
2018-06-15,4.51,4.54,0.35,3.45,5.61,77.0
2018-06-18,4.55,4.56,0.35,3.45,5.61,77.0
2018-06-19,4.59,4.6,0.41,3.45,6.3,77.0
2018-06-20,4.65,4.7,0.45,3.45,6.3,77.0
2018-06-21,4.65,4.7,0.45,3.45,6.3,77.0
2018-06-22,4.66,4.73,0.44,3.45,6.3,77.0
2018-06-25,4.67,4.74,0.44,3.45,6.3,76.0
2018-06-26,4.67,4.75,0.45,3.45,6.3,76.0
2018-06-27,4.67,4.75,0.45,3.45,6.3,76.0
2018-06-28,4.67,4.75,0.45,3.45,6.3,76.0
2018-06-29,4.7,4.77,0.46,3.45,6.3,76.0
2018-07-02,4.7,4.77,0.45,3.45,6.3,76.0
2018-07-03,4.72,4.78,0.44,3.45,6.3,76.0
2018-07-04,4.72,4.8,0.46,3.45,6.3,76.0
2018-07-05,4.72,4.79,0.46,3.45,6.3,76.0
2018-07-06,3.8,3.87,0.44,2.99,5.56,74.0
2018-07-09,3.8,3.88,0.44,2.99,5.56,71.0
2018-07-10,3.8,3.87,0.44,2.99,5.56,73.0
2018-07-11,3.81,3.88,0.44,2.99,5.56,73.0
2018-07-12,3.8,3.87,0.44,2.99,5.56,72.0
2018-07-13,3.8,3.85,0.43,2.99,5.56,69.0
2018-07-16,3.79,3.82,0.38,2.99,5.22,69.0
2018-07-17,3.79,3.81,0.37,2.99,5.22,71.0
2018-07-18,3.79,3.82,0.35,3.19,5.22,71.0
2018-07-19,3.73,3.78,0.34,3.03,4.55,71.0
2018-07-20,3.73,3.77,0.33,3.03,4.46,70.0
2018-07-23,3.73,3.76,0.33,3.03,4.46,70.0
2018-07-24,3.73,3.76,0.33,3.03,4.46,70.0
2018-07-25,3.73,3.76,0.33,3.03,4.46,70.0
2018-07-26,3.73,3.75,0.33,3.03,4.46,71.0
2018-07-27,3.73,3.75,0.32,3.03,4.46,72.0
2018-07-30,3.73,3.75,0.32,3.03,4.46,72.0
2018-07-31,3.72,3.74,0.32,3.03,4.46,73.0
2018-08-01,3.72,3.74,0.32,3.03,4.46,73.0
2018-08-02,3.72,3.74,0.33,3.03,4.46,72.0
2018-08-03,3.71,3.71,0.31,3.03,4.46,73.0
2018-08-06,3.71,3.7,0.31,3.03,4.46,71.0
2018-08-07,3.71,3.7,0.31,3.03,4.46,70.0
2018-08-08,3.65,3.63,0.3,2.96,4.48,70.0
2018-08-09,3.65,3.63,0.3,2.96,4.48,71.0
2018-08-10,3.65,3.63,0.3,2.96,4.48,72.0
2018-08-13,3.66,3.63,0.3,2.96,4.48,72.0
2018-08-14,3.66,3.63,0.3,2.96,4.48,72.0
2018-08-15,3.66,3.63,0.3,2.96,4.48,72.0
2018-08-16,3.64,3.63,0.3,2.95,4.48,70.0
2018-08-17,3.64,3.64,0.32,2.95,4.48,71.0
2018-08-20,3.61,3.63,0.33,2.95,4.48,61.0
2018-08-21,3.57,3.63,0.32,2.95,4.47,64.0
2018-08-22,3.65,3.66,0.29,2.95,4.47,76.0
2018-08-23,3.64,3.65,0.29,2.95,4.47,77.0
2018-08-24,3.64,3.65,0.29,2.95,4.47,78.0
2018-08-27,3.64,3.65,0.29,2.95,4.47,78.0
2018-08-28,3.64,3.64,0.29,2.95,4.47,79.0
2018-08-29,3.64,3.64,0.29,2.95,4.47,79.0
2018-08-30,3.64,3.64,0.3,2.94,4.47,79.0
2018-08-31,3.63,3.65,0.31,2.94,4.55,79.0
2018-09-03,3.64,3.66,0.3,2.94,4.55,78.0
2018-09-04,3.66,3.66,0.3,2.94,4.55,79.0
2018-09-05,3.66,3.66,0.3,2.94,4.55,79.0
2018-09-06,3.88,3.87,0.31,3.16,4.83,78.0
2018-09-07,3.885,3.88,0.305,3.16,4.83,78.0
2018-09-10,3.89,3.89,0.3,3.16,4.83,78.0
2018-09-11,3.89,3.89,0.3,3.16,4.83,78.0
2018-09-12,3.89,3.91,0.3,3.16,4.83,78.0
2018-09-13,3.89,3.91,0.3,3.16,4.83,79.0
2018-09-14,3.89,3.92,0.32,3.16,4.97,79.0
2018-09-17,3.9,3.94,0.35,3.16,5.06,77.0
2018-09-18,3.93,3.98,0.36,3.16,5.06,79.0
2018-09-19,3.95,4.0,0.36,3.16,5.06,80.0
2018-09-20,4.06,4.11,0.38,3.38,5.12,81.0
2018-09-21,4.06,4.11,0.38,3.38,5.12,83.0
2018-09-24,4.08,4.12,0.37,3.45,5.12,80.0
2018-09-25,4.09,4.14,0.37,3.45,5.12,82.0
2018-09-26,4.1,4.14,0.37,3.45,5.12,82.0
2018-09-27,4.1,4.14,0.37,3.45,5.12,82.0
2018-09-28,4.1,4.14,0.37,3.45,5.12,82.0
2018-10-01,4.09,4.15,0.37,3.45,5.12,81.0
2018-10-02,4.09,4.15,0.37,3.45,5.12,81.0
2018-10-03,4.16,4.16,0.37,3.45,5.12,81.0
2018-10-04,4.16,4.16,0.37,3.45,5.12,81.0
2018-10-05,4.03,4.04,0.32,3.38,4.83,79.0
2018-10-08,4.03,4.04,0.33,3.2,4.83,80.0
2018-10-09,4.03,4.05,0.33,3.2,4.83,80.0
2018-10-10,4.03,4.05,0.33,3.2,4.83,80.0
2018-10-11,4.05,4.06,0.33,3.2,4.83,81.0
2018-10-12,4.05,4.06,0.33,3.2,4.83,81.0
2018-10-15,4.05,4.06,0.33,3.2,4.83,81.0
2018-10-16,4.05,4.06,0.33,3.2,4.83,81.0
2018-10-17,4.05,4.06,0.33,3.2,4.83,81.0
2018-10-18,4.07,4.08,0.33,3.2,4.99,80.0
2018-10-19,4.08,4.08,0.34,3.2,4.99,80.0
2018-10-22,4.07,4.06,0.31,3.2,4.79,83.0
2018-10-23,4.05,4.05,0.3,3.2,4.79,83.0
2018-10-24,4.06,4.05,0.3,3.2,4.79,84.0
2018-10-25,4.07,4.05,0.31,3.2,4.79,84.0
2018-10-26,4.05,4.04,0.31,3.2,4.79,85.0
2018-10-29,4.05,4.03,0.31,3.2,4.79,85.0
2018-10-30,4.02,4.02,0.31,3.2,4.79,85.0
2018-10-31,4.02,4.02,0.32,3.2,4.79,85.0
2018-11-01,4.02,4.02,0.32,3.2,4.79,85.0
2018-11-02,4.02,4.015,0.32,3.2,4.79,85.0
2018-11-05,4.02,4.01,0.32,3.2,4.79,85.0
2018-11-06,4.01,4.0,0.32,3.2,4.79,87.0
2018-11-07,3.8,3.79,0.34,2.73,4.64,86.0
2018-11-08,3.79,3.77,0.35,2.73,4.64,87.0
2018-11-09,3.77,3.77,0.34,2.73,4.64,87.0
2018-11-12,3.76,3.75,0.33,2.98,4.64,86.0
2018-11-13,3.75,3.74,0.33,3.04,4.64,86.0
2018-11-14,3.73,3.72,0.34,3.01,4.64,86.0
2018-11-15,3.725,3.715,0.335,3.01,4.64,86.0
2018-11-16,3.72,3.71,0.33,3.01,4.64,86.0
2018-11-19,3.63,3.67,0.35,3.0,4.64,84.0
2018-11-20,3.61,3.65,0.36,2.94,4.64,84.0
2018-11-21,3.56,3.6,0.34,2.94,4.64,85.0
2018-11-22,3.49,3.49,0.35,2.6,4.64,89.0
2018-11-23,3.44,3.46,0.33,2.6,4.64,90.0
2018-11-26,3.42,3.42,0.31,2.6,4.12,89.0
2018-11-27,3.42,3.43,0.32,2.6,4.37,90.0
2018-11-28,3.4,3.41,0.32,2.6,4.37,91.0
2018-11-29,3.4,3.41,0.31,2.6,4.37,92.0
2018-11-30,3.39,3.4,0.31,2.6,4.37,92.0
2018-12-03,3.38,3.39,0.31,2.6,4.37,92.0
2018-12-04,3.37,3.38,0.31,2.6,4.37,92.0
2018-12-05,3.36,3.38,0.32,2.6,4.37,92.0
2018-12-06,3.36,3.37,0.31,2.6,4.37,92.0
2018-12-07,3.76,3.77,0.27,3.25,4.77,91.0
2018-12-10,3.76,3.77,0.27,3.25,4.77,93.0
2018-12-11,3.76,3.77,0.27,3.25,4.77,93.0
2018-12-12,3.74,3.76,0.27,3.25,4.77,93.0
2018-12-13,3.74,3.76,0.27,3.25,4.77,93.0
2018-12-14,3.73,3.74,0.27,3.25,4.77,93.0
2018-12-17,3.71,3.73,0.25,3.25,4.52,94.0
2018-12-18,3.71,3.72,0.25,3.25,4.52,95.0
2018-12-19,3.71,3.72,0.25,3.25,4.52,95.0
2018-12-20,3.69,3.69,0.22,3.2,4.52,97.0
2018-12-21,3.68,3.68,0.21,3.2,4.52,97.0
2018-12-24,3.67,3.68,0.21,3.2,4.52,95.0
2018-12-25,3.67,3.685,0.235,3.2,4.85,95.0
2018-12-26,3.67,3.69,0.26,3.2,5.18,96.0
2018-12-27,3.67,3.68,0.26,3.2,5.18,96.0
2018-12-28,3.65,3.68,0.26,3.2,5.18,97.0
2018-12-31,3.65,3.68,0.26,3.2,5.18,97.0
2019-01-01,3.65,3.68,0.26,3.2,5.18,97.0
2019-01-02,3.65,3.68,0.26,3.2,5.18,97.0
2019-01-03,3.65,3.68,0.26,3.2,5.18,97.0
2019-01-04,3.65,3.68,0.26,3.2,5.18,97.0
2019-01-07,3.66,3.68,0.26,3.2,5.18,93.0
2019-01-08,3.66,3.68,0.26,3.2,5.18,94.0
2019-01-09,3.66,3.69,0.26,3.2,5.18,94.0
2019-01-10,3.66,3.69,0.26,3.2,5.18,94.0
2019-01-11,4.02,4.04,0.25,3.51,5.54,96.0
2019-01-14,4.01,4.03,0.24,3.51,5.54,96.0
2019-01-15,4.01,4.03,0.24,3.51,5.54,97.0
2019-01-16,4.02,4.03,0.24,3.51,5.54,97.0
2019-01-17,4.01,4.03,0.26,3.01,5.54,95.0
2019-01-18,4.01,4.01,0.26,3.25,5.54,102.0
2019-01-21,4.01,4.0,0.21,3.25,4.66,102.0
2019-01-22,4.01,4.0,0.21,3.25,4.66,102.0
2019-01-23,4.0,4.0,0.21,3.25,4.66,102.0
2019-01-24,4.0,4.0,0.21,3.25,4.66,102.0
2019-01-25,4.0,3.99,0.21,3.25,4.66,102.0
2019-01-28,4.0,3.99,0.22,3.25,4.66,101.0
2019-01-29,4.0,3.99,0.21,3.25,4.66,105.0
2019-01-30,4.0,3.98,0.22,3.25,4.66,106.0
2019-01-31,4.0,3.98,0.22,3.25,4.66,106.0
2019-02-01,3.94,3.93,0.25,3.17,4.66,107.0
2019-02-04,3.93,3.93,0.25,3.17,4.66,108.0
2019-02-05,3.93,3.92,0.25,3.17,4.66,108.0
2019-02-06,3.93,3.92,0.25,3.17,4.66,108.0
2019-02-07,3.93,3.92,0.25,3.17,4.66,108.0
2019-02-08,3.99,3.96,0.26,3.25,4.54,65.0
2019-02-11,4.0,3.96,0.26,3.25,4.54,66.0
2019-02-12,4.01,3.97,0.26,3.25,4.54,66.0
2019-02-13,4.01,3.97,0.26,3.25,4.54,66.0
2019-02-14,3.99,3.96,0.26,3.25,4.54,65.0
2019-02-15,3.99,3.96,0.26,3.25,4.54,65.0
2019-02-18,3.99,3.96,0.26,3.25,4.54,63.0
2019-02-19,3.99,3.95,0.26,3.25,4.54,63.0
2019-02-20,3.99,3.94,0.26,3.25,4.43,63.0
2019-02-21,3.98,3.94,0.26,3.25,4.43,63.0
2019-02-22,3.97,3.94,0.26,3.25,4.43,63.0
2019-02-25,3.97,3.94,0.26,3.25,4.43,63.0
2019-02-26,3.97,3.94,0.26,3.25,4.43,63.0
2019-02-27,3.97,3.94,0.26,3.25,4.43,63.0
2019-02-28,3.98,3.94,0.26,3.25,4.43,63.0
2019-03-01,3.99,3.94,0.26,3.25,4.43,62.0
2019-03-04,3.99,3.9433333333333334,0.26666666666666666,3.25,4.43,62.0
2019-03-05,3.99,3.9466666666666668,0.2733333333333334,3.25,4.43,62.0
2019-03-06,3.99,3.95,0.28,3.25,4.43,53.0
2019-03-07,3.98,3.95,0.27,3.25,4.43,55.0
2019-03-08,3.97,3.95,0.26,3.25,4.43,63.0
2019-03-11,3.97,3.96,0.24,3.25,4.43,63.0
2019-03-12,4.06,4.02,0.22,3.55,4.42,62.0
2019-03-13,4.06,4.02,0.22,3.55,4.42,63.0
2019-03-14,4.03,4.02,0.22,3.55,4.42,63.0
2019-03-15,4.01,4.0,0.23,3.47,4.58,66.0
2019-03-18,4.01,3.99,0.23,3.47,4.58,67.0
2019-03-19,4.01,3.99,0.23,3.47,4.58,67.0
2019-03-20,4.01,3.99,0.23,3.47,4.58,68.0
2019-03-21,4.01,3.99,0.23,3.47,4.58,68.0
2019-03-22,4.01,3.99,0.22,3.51,4.42,68.0
2019-03-25,4.01,3.99,0.22,3.51,4.42,68.0
2019-03-26,4.01,3.98,0.21,3.51,4.42,68.0
2019-03-27,4.01,3.98,0.21,3.51,4.42,70.0
2019-03-28,4.01,3.98,0.21,3.51,4.37,70.0
2019-03-29,4.0,3.98,0.22,3.5,4.41,70.0
2019-04-01,4.0,3.98,0.22,3.5,4.41,69.0
2019-04-02,4.0,3.98,0.22,3.5,4.41,69.0
2019-04-03,3.98,3.98,0.22,3.5,4.41,69.0
2019-04-04,3.99,3.99,0.22,3.5,4.41,70.0
2019-04-05,4.0,3.99,0.23,3.5,4.58,72.0
2019-04-08,4.0,3.98,0.23,3.5,4.58,70.0
2019-04-09,4.0,3.98,0.24,3.5,4.58,70.0
2019-04-10,3.78,3.76,0.28,3.07,4.45,72.0
2019-04-11,3.78,3.76,0.28,3.07,4.45,72.0
2019-04-12,3.76,3.74,0.28,3.07,4.45,72.0
2019-04-15,3.74,3.72,0.29,3.07,4.45,62.0
2019-04-16,3.74,3.72,0.28,3.07,4.27,64.0
2019-04-17,3.74,3.72,0.28,3.07,4.27,66.0
2019-04-18,3.72,3.7,0.29,3.01,4.3,74.0
2019-04-19,3.72,3.705,0.29,3.01,4.3,74.0
2019-04-22,3.72,3.71,0.29,3.01,4.3,78.0
2019-04-23,3.72,3.71,0.29,3.01,4.3,78.0
2019-04-24,3.72,3.71,0.29,3.01,4.3,78.0
2019-04-25,3.72,3.71,0.29,3.01,4.3,78.0
2019-04-26,3.72,3.72,0.28,3.01,4.3,78.0
2019-04-29,3.72,3.72,0.27,3.01,4.3,77.0
2019-04-30,3.72,3.72,0.26,3.01,4.26,77.0
2019-05-01,3.7300000000000004,3.7300000000000004,0.265,3.01,4.3,77.0
2019-05-02,3.74,3.74,0.27,3.01,4.34,78.0
2019-05-03,3.76,3.76,0.25,3.01,4.34,78.0
2019-05-06,3.77,3.76,0.25,3.01,4.34,76.0
2019-05-07,3.78,3.77,0.25,3.2,4.34,78.0
2019-05-08,3.78,3.77,0.25,3.2,4.34,78.0
2019-05-09,3.78,3.77,0.25,3.2,4.34,78.0
2019-05-10,3.55,3.55,0.27,3.03,4.14,77.0
2019-05-13,3.56,3.56,0.28,3.03,4.17,78.0
2019-05-14,3.56,3.57,0.28,3.03,4.24,79.0
2019-05-15,3.58,3.57,0.29,3.03,4.24,79.0
2019-05-16,3.56,3.57,0.29,3.02,4.24,77.0
2019-05-17,3.57,3.58,0.3,3.0,4.49,79.0
2019-05-20,3.56,3.57,0.3,3.0,4.49,80.0
2019-05-21,3.56,3.57,0.3,3.0,4.49,80.0
2019-05-22,3.56,3.57,0.29,3.05,4.49,80.0
2019-05-23,3.55,3.57,0.29,3.05,4.49,80.0
2019-05-24,3.55,3.58,0.3,3.05,4.49,81.0
2019-05-27,3.55,3.57,0.31,3.05,4.49,82.0
2019-05-28,3.55,3.56,0.29,3.05,4.49,82.0
2019-05-29,3.55,3.55,0.28,3.04,4.49,82.0
2019-05-30,3.55,3.55,0.28,3.04,4.49,82.0
2019-05-31,3.55,3.54,0.29,3.04,4.49,82.0
2019-06-03,3.55,3.55,0.29,3.04,4.49,67.0
2019-06-04,3.55,3.55,0.28,3.04,4.49,69.0
2019-06-05,3.55,3.54,0.28,3.04,4.49,73.0
2019-06-06,3.55,3.54,0.28,3.04,4.49,76.0
2019-06-07,3.59,3.58,0.28,3.0,4.33,75.0
2019-06-10,3.54,3.54,0.29,2.89,4.33,77.0
2019-06-11,3.53,3.54,0.29,2.89,4.33,78.0
2019-06-12,3.56,3.54,0.29,2.89,4.33,79.0
2019-06-13,3.56,3.54,0.3,2.89,4.33,79.0
2019-06-14,3.53,3.5,0.31,2.89,4.33,82.0
2019-06-17,3.52,3.48,0.32,2.89,4.33,81.0
2019-06-18,3.51,3.49,0.32,2.89,4.33,82.0
2019-06-19,3.52,3.49,0.32,2.89,4.33,82.0
2019-06-20,3.495,3.49,0.32,2.89,4.33,82.0
2019-06-21,3.47,3.49,0.32,2.89,4.33,83.0
2019-06-24,3.47,3.49,0.32,2.89,4.33,83.0
2019-06-25,3.5,3.5,0.32,2.89,4.33,83.0
2019-06-26,3.5,3.5,0.32,2.89,4.33,83.0
2019-06-27,3.5,3.5,0.32,2.89,4.33,83.0
2019-06-28,3.5,3.49,0.31,2.89,4.33,83.0
2019-07-01,3.48,3.48,0.32,2.89,4.33,83.0
2019-07-02,3.48,3.48,0.32,2.89,4.33,83.0
2019-07-03,3.48,3.48,0.32,2.89,4.33,83.0
2019-07-04,3.48,3.48,0.31,2.89,4.33,83.0
2019-07-05,3.48,3.48,0.31,2.87,4.33,83.0
2019-07-08,3.48,3.48,0.31,2.89,4.33,81.0
2019-07-09,3.48,3.48,0.31,2.89,4.33,81.0
2019-07-10,3.71,3.7,0.33,2.88,4.53,82.0
2019-07-11,3.72,3.71,0.32,2.91,4.53,78.0
2019-07-12,3.71,3.69,0.33,2.89,4.53,81.0
2019-07-15,3.7,3.69,0.34,2.89,4.53,66.0
2019-07-16,3.69,3.69,0.34,2.89,4.53,66.0
2019-07-17,3.68,3.68,0.33,2.89,4.53,69.0
2019-07-18,3.71,3.69,0.33,2.89,4.53,72.0
2019-07-19,3.68,3.67,0.31,2.89,4.49,77.0
2019-07-22,3.71,3.67,0.31,2.89,4.49,76.0
2019-07-23,3.69,3.65,0.31,2.89,4.49,79.0
2019-07-24,3.69,3.65,0.31,2.89,4.49,78.0
2019-07-25,3.69,3.66,0.32,2.89,4.49,78.0
2019-07-26,3.68,3.65,0.31,2.89,4.49,82.0
2019-07-29,3.68,3.65,0.32,2.89,4.49,82.0
2019-07-30,3.69,3.65,0.31,2.89,4.49,83.0
2019-07-31,3.69,3.65,0.31,2.89,4.49,83.0
2019-08-01,3.68,3.65,0.31,2.89,4.49,84.0
2019-08-02,3.68,3.65,0.32,2.89,4.49,84.0
2019-08-05,3.69,3.65,0.31,2.89,4.49,85.0
2019-08-06,3.69,3.65,0.32,2.89,4.49,86.0
2019-08-07,3.69,3.66,0.33,2.79,4.49,88.0
2019-08-08,3.69,3.66,0.31,2.89,4.54,87.0
2019-08-09,3.68,3.64,0.33,2.58,4.54,88.0
2019-08-12,3.67,3.64,0.33,2.58,4.54,87.0
2019-08-13,3.67,3.64,0.33,2.58,4.54,87.0
2019-08-14,3.65,3.63,0.33,2.58,4.54,87.0
2019-08-15,3.64,3.62,0.32,2.58,4.54,86.0
2019-08-16,3.63,3.61,0.29,2.97,4.3,86.0
2019-08-19,3.62,3.6,0.3,2.92,4.3,79.0
2019-08-20,3.62,3.61,0.31,2.92,4.39,81.0
2019-08-21,3.62,3.6,0.31,2.92,4.39,82.0
2019-08-22,3.55,3.55,0.31,2.91,4.39,86.0
2019-08-23,3.54,3.51,0.32,2.77,4.39,91.0
2019-08-26,3.51,3.5,0.32,2.77,4.39,91.0
2019-08-27,3.48,3.5,0.32,2.77,4.39,91.0
2019-08-28,3.48,3.5,0.32,2.77,4.39,91.0
2019-08-29,3.49,3.49,0.31,2.77,4.39,92.0
2019-08-30,3.49,3.49,0.32,2.77,4.39,92.0
2019-09-02,3.46,3.48,0.32,2.77,4.39,92.0
2019-09-03,3.46,3.48,0.31,2.77,4.39,92.0
2019-09-04,3.46,3.48,0.31,2.76,4.39,92.0
2019-09-05,3.46,3.47,0.3,2.76,4.39,93.0
2019-09-06,3.53,3.52,0.3,2.79,4.31,92.0
2019-09-09,3.5,3.5,0.31,2.75,4.31,95.0
2019-09-10,3.48,3.49,0.31,2.75,4.31,95.0
2019-09-11,3.48,3.48,0.31,2.75,4.31,95.0
2019-09-12,3.47,3.48,0.3,2.75,4.28,95.0
2019-09-13,3.38,3.39,0.3,2.66,4.28,97.0
2019-09-16,3.38,3.39,0.31,2.66,4.28,96.0
2019-09-17,3.37,3.39,0.31,2.66,4.28,97.0
2019-09-18,3.37,3.39,0.31,2.66,4.28,97.0
2019-09-19,3.39,3.39,0.31,2.66,4.28,97.0
2019-09-20,3.38,3.38,0.32,2.69,4.28,99.0
2019-09-23,3.38,3.39,0.32,2.69,4.28,95.0
2019-09-24,3.38,3.38,0.32,2.69,4.28,97.0
2019-09-25,3.38,3.38,0.32,2.69,4.28,97.0
2019-09-26,3.38,3.38,0.32,2.69,4.28,97.0
2019-09-27,3.35,3.36,0.32,2.64,4.28,97.0
2019-09-30,3.33,3.34,0.33,2.31,4.28,97.0
2019-10-01,3.33,3.34,0.33,2.31,4.28,97.0
2019-10-02,3.33,3.34,0.33,2.31,4.28,97.0
2019-10-03,3.32,3.33,0.33,2.31,4.28,98.0
2019-10-04,3.31,3.32,0.34,2.31,4.28,98.0
2019-10-07,3.3,3.3,0.33,2.31,4.28,96.0
2019-10-08,3.31,3.31,0.32,2.31,4.28,97.0
2019-10-09,3.46,3.48,0.32,2.69,4.3,97.0
2019-10-10,3.45,3.45,0.34,2.18,4.3,97.0
2019-10-11,3.42,3.41,0.36,2.18,4.3,97.0
2019-10-14,3.39,3.38,0.35,2.18,4.27,87.0
2019-10-15,3.38,3.37,0.35,2.18,4.27,87.0
2019-10-16,3.38,3.37,0.35,2.18,4.27,87.0
2019-10-17,3.38,3.36,0.34,2.18,4.27,86.0
2019-10-18,3.4,3.36,0.36,2.05,4.27,93.0
2019-10-21,3.4,3.37,0.33,2.45,4.06,94.0
2019-10-22,3.4,3.37,0.34,2.32,4.13,95.0
2019-10-23,3.4,3.37,0.33,2.32,4.13,95.0
2019-10-24,3.4,3.38,0.33,2.32,4.09,98.0
2019-10-25,3.4,3.37,0.31,2.5,4.09,103.0
2019-10-28,3.4,3.38,0.3,2.6,4.09,104.0
2019-10-29,3.4,3.38,0.3,2.6,4.09,104.0
2019-10-30,3.4,3.36,0.31,2.49,4.09,105.0
2019-10-31,3.4,3.37,0.31,2.49,4.09,105.0
2019-11-01,3.39,3.36,0.31,2.49,4.02,107.0
2019-11-04,3.39,3.35,0.31,2.49,4.05,106.0
2019-11-05,3.39,3.35,0.31,2.49,4.05,106.0
2019-11-06,3.4,3.36,0.32,2.49,4.08,107.0
2019-11-07,3.61,3.59,0.29,2.71,4.25,105.0
2019-11-08,3.62,3.6,0.3,2.71,4.25,107.0
2019-11-11,3.63,3.61,0.3,2.65,4.25,105.0
2019-11-12,3.63,3.61,0.3,2.65,4.25,106.0
2019-11-13,3.63,3.61,0.3,2.65,4.25,106.0
2019-11-14,3.63,3.61,0.3,2.65,4.25,107.0
2019-11-15,3.6399999999999997,3.625,0.28500000000000003,2.65,4.25,107.0
2019-11-18,3.65,3.64,0.27,2.65,4.25,104.0
2019-11-19,3.65,3.64,0.28,2.65,4.17,105.0
2019-11-20,3.65,3.63,0.29,2.65,4.17,107.0
2019-11-21,3.67,3.65,0.29,2.65,4.17,106.0
2019-11-22,3.77,3.75,0.33,2.58,4.41,109.0
2019-11-25,3.78,3.77,0.33,2.58,4.41,105.0
2019-11-26,3.78,3.78,0.31,2.58,4.41,105.0
2019-11-27,3.78,3.78,0.31,2.58,4.41,105.0
2019-11-28,3.79,3.79,0.33,2.58,4.56,105.0
2019-11-29,3.81,3.81,0.33,2.58,4.56,106.0
2019-12-02,3.85,3.84,0.32,2.76,4.56,106.0
2019-12-03,3.85,3.86,0.33,2.76,4.56,106.0
2019-12-04,3.88,3.88,0.34,2.76,4.56,107.0
2019-12-05,3.94,3.93,0.32,2.83,4.56,106.0
2019-12-06,3.92,3.87,0.27,2.84,4.43,105.0
2019-12-09,3.92,3.89,0.28,2.84,4.43,104.0
2019-12-10,3.92,3.89,0.28,2.84,4.43,104.0
2019-12-11,3.92,3.9,0.28,2.84,4.43,104.0
2019-12-12,3.93,3.91,0.28,2.84,4.43,104.0
2019-12-13,3.94,3.92,0.29,2.84,4.58,105.0
2019-12-16,3.98,3.94,0.3,2.84,4.58,104.0
2019-12-17,3.99,3.95,0.3,2.84,4.58,104.0
2019-12-18,4.0,3.96,0.3,2.84,4.58,105.0
2019-12-19,4.0,3.97,0.31,2.84,4.58,105.0
2019-12-20,4.06,4.01,0.32,2.84,4.58,105.0
